tag,system,dmse_stable,dmse_baseline,final_rollout_stable,final_rollout_baseline,mean_rollout_stable,mean_rollout_baseline,lyap_frac,fire_rate,corr_mean,dV_frac_nonpos
core_msd_icnn,mass_spring_damper,2.5896791368722916e-05,1.767203826457262e-05,5.2813466027146205e-05,1.815648101910483e-05,4.3668118451023474e-05,3.1151779694482684e-05,1.0,0.05708333333333333,0.0005294946604408324,0.9734375
core_p4_rollout_aug_icnn,damped_pendulum_4,3.694642626953125,3.716908154296875,0.5062050223350525,1.6673667430877686,11.585735321044922,10.803535461425781,1.0,0.22875,0.07983943819999695,0.9408333333333333
